Seaguard RCM SW
Product number:	4430
Serial number:	1711

		System Parameters(0)				Doppler Current Sensor #726(726)															Conductivity #1330(1330)		Temperature #856(856)		Pressure #1140(1140)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)	Conductivity(mS/cm)	Temperature(Deg.C)	Temperature(Deg.C)	Rawdata Temperature	Pressure(kPa)	Temperature(DegC)
840	07.04.24 10:05:00	8.352	8679424	299994	0.000	91.988	152.246	-81.405	42.838	279.556	26.170	18.228	739.034	-53.905	78	45.372	90.000	39.737	-54.041	-53.769	-0.035	-1.987	-5.593	12968561	100.732	-2.279
841	07.04.24 10:10:00	8.352	8683520	299994	0.000	448.607	191.215	-440.041	-87.247	292.655	60.696	29.241	2278.200	-71.194	71	86.735	90.000	2.578	-71.070	-71.319	-0.050	-3.369	-6.757	13126191	100.530	-4.290
842	07.04.24 10:15:00	8.345	8683520	299994	0.000	709.292	215.584	-576.838	-412.739	292.910	60.238	29.725	2143.564	-71.514	43	87.556	90.000	3.795	-71.322	-71.707	-0.053	-4.869	-8.642	13374654	120.491	-5.999
843	07.04.24 10:20:00	8.345	8683520	299994	0.000	1787.147	201.464	-1663.209	-653.935	290.048	64.213	25.965	2793.958	-71.482	11	89.195	90.000	3.709	-71.206	-71.759	-0.054	-6.159	-8.392	13342157	129.820	-6.795
844	07.04.24 10:25:00	8.333	8683520	299994	0.000	98.209	108.457	-31.092	93.157	275.201	52.392	37.660	911.351	-71.377	55	86.411	90.000	3.548	-71.185	-71.569	-0.054	-6.966	-8.925	13411232	134.396	-7.816
845	07.04.24 10:30:00	8.352	8683520	299994	0.000	395.435	83.202	46.808	392.655	263.506	47.789	42.153	2413.980	-71.541	46	87.779	90.000	3.676	-71.302	-71.780	-0.054	-8.041	-9.594	13496850	145.347	-8.970
846	07.04.24 10:35:00	8.345	8683520	299994	0.000	263.373	127.891	-161.753	207.849	245.195	44.306	45.157	1326.377	-71.615	67	84.930	90.000	7.660	-71.420	-71.809	-0.055	-8.970	-10.275	13583080	154.957	-9.596
847	07.04.24 10:40:00	8.333	8683520	299993	0.000	0.000	0.000	0.000	0.000	287.521	37.994	52.315	0.000	-80.000	0	90.000	90.000	0.000	-80.000	-80.000	-0.054	-9.366	-10.852	13655116	162.809	-10.118
848	07.04.24 10:45:00	8.333	8683520	299993	0.000	27.290	300.539	13.867	-23.504	207.328	47.772	41.856	827.068	-71.640	98	83.334	90.000	1.414	-71.509	-71.772	-0.056	-9.414	-9.136	13438360	173.375	-9.655
849	07.04.24 10:50:00	8.327	8683520	299993	0.000	338.307	297.443	155.913	-300.238	211.173	47.572	41.999	668.019	-71.578	100	82.787	85.289	0.928	-71.433	-71.724	-0.006	-4.486	-0.421	12230522	161.241	-3.256
850	07.04.24 10:55:00	8.309	8691712	299993	0.000	31.942	144.385	-25.967	18.601	264.939	5.208	3.227	90.765	-71.445	100	9.436	26.777	4.010	-71.269	-71.621	-0.003	-1.109	0.073	12157074	118.855	-0.465
851	07.04.24 11:00:00	8.309	8691712	299993	0.000	48.910	199.278	-46.168	-16.147	226.693	48.551	40.910	951.184	-71.516	96	83.636	90.000	4.588	-71.348	-71.684	0.002	0.294	1.065	12007835	100.890	0.909
852	07.04.24 11:05:00	8.315	8691712	299994	0.000	393.570	128.339	-244.138	308.698	222.482	48.740	40.954	1014.749	-71.505	97	83.916	90.000	1.734	-71.264	-71.746	0.003	0.371	0.807	12046849	100.842	0.638
853	07.04.24 11:10:00	8.339	8691712	299994	0.000	64.642	94.675	-5.268	64.427	217.816	50.198	37.524	1108.302	-71.461	78	80.571	90.000	12.189	-71.255	-71.668	0.004	0.494	1.481	11944728	100.766	0.720
854	07.04.24 11:15:00	8.339	8691712	299994	0.000	825.962	51.359	515.761	645.139	189.353	46.137	43.902	2222.344	-71.281	36	88.725	90.000	1.963	-71.125	-71.438	0.004	0.724	1.624	11922963	100.863	1.320
855	07.04.24 11:20:00	8.339	8691712	299994	0.000	642.513	50.459	409.042	495.487	189.912	46.131	43.914	1754.495	-71.293	36	88.945	90.000	1.542	-71.105	-71.480	0.004	0.980	1.872	11885169	100.834	1.721
856	07.04.24 11:25:00	8.333	8691712	299994	0.000	2530.712	55.346	1439.017	2081.762	190.988	46.158	43.861	5409.313	-71.261	39	88.614	90.000	2.449	-71.132	-71.390	0.004	1.220	1.983	11868239	100.891	2.009
857	07.04.24 11:30:00	8.345	8691712	299994	0.000	584.078	48.233	389.056	435.641	183.927	46.151	43.860	1467.856	-71.187	41	88.639	90.000	1.715	-71.034	-71.339	0.004	1.439	2.190	11836401	100.909	2.250
858	07.04.24 11:35:00	8.352	8691712	299994	0.000	427.334	47.548	288.440	315.304	183.499	46.162	43.860	1965.349	-71.187	39	88.844	90.000	1.619	-71.016	-71.358	0.005	1.664	2.660	11764111	100.919	2.567
859	07.04.24 11:40:00	8.352	8691712	299994	0.000	372.211	51.210	233.176	290.120	181.175	46.149	43.859	2138.229	-71.184	45	88.767	90.000	1.565	-71.003	-71.366	0.004	1.934	2.786	11744606	100.944	2.768
860	07.04.24 11:45:00	8.358	8691712	299994	0.000	140.886	201.731	-130.874	-52.163	182.366	46.150	43.867	3032.733	-71.146	43	88.755	90.000	1.705	-71.011	-71.281	0.005	2.184	2.938	11721106	100.934	3.041
861	07.04.24 11:50:00	8.358	8691712	299994	0.000	731.150	223.734	-528.294	-505.456	173.643	46.167	43.849	2263.333	-71.150	47	88.616	90.000	1.666	-70.992	-71.308	0.004	2.474	3.891	11572821	100.935	3.601
862	07.04.24 11:55:00	8.363	8691712	299994	0.000	576.152	230.846	-363.784	-446.780	175.148	46.161	43.830	2749.401	-71.153	49	88.407	90.000	1.868	-70.969	-71.337	0.004	2.858	4.723	11442222	100.944	4.213
863	07.04.24 12:00:00	8.369	8691712	299994	0.000	1443.265	225.425	-1012.937	-1028.092	166.023	46.150	43.817	2382.377	-71.166	58	87.879	90.000	2.129	-70.941	-71.391	0.005	3.317	5.201	11366537	100.955	4.791
864	07.04.24 12:05:00	8.381	8691712	299994	0.000	414.531	44.989	293.175	293.061	160.066	46.167	43.819	2083.693	-71.187	62	88.255	90.000	1.596	-71.039	-71.334	0.005	3.788	5.595	11303958	100.962	5.307
865	07.04.24 12:10:00	8.381	8691712	299994	0.000	767.370	53.794	453.277	619.190	180.153	46.173	43.827	2211.064	-71.045	45	88.634	90.000	1.721	-70.889	-71.202	0.005	4.249	6.152	11215157	100.966	5.803
866	07.04.24 12:15:00	8.393	8691712	299994	0.000	82.974	48.298	55.198	61.950	163.967	46.164	43.813	2660.805	-71.132	60	88.099	90.000	1.876	-70.957	-71.307	0.005	4.714	6.517	11156745	100.967	6.275
867	07.04.24 12:20:00	8.399	8691712	299994	0.000	220.674	50.689	139.805	170.739	169.419	46.172	43.801	2122.427	-71.048	59	88.188	90.000	1.832	-70.877	-71.220	0.005	5.178	6.914	11092939	100.977	6.708
868	07.04.24 12:25:00	8.405	8691712	299993	0.000	410.878	235.543	-232.468	-338.791	176.391	46.168	43.819	1793.897	-71.058	54	88.272	90.000	1.845	-70.926	-71.191	0.004	5.603	7.271	11035465	100.987	7.125
869	07.04.24 12:30:00	8.405	8691712	299994	0.000	617.349	52.469	376.087	489.569	166.909	46.173	43.794	3131.346	-70.975	57	87.910	90.000	2.250	-70.834	-71.116	0.004	6.057	7.626	10978226	100.977	7.455
870	07.04.24 12:35:00	8.412	8691712	299994	0.000	805.743	226.631	-553.303	-585.729	167.636	46.193	43.778	1727.505	-70.943	58	87.976	90.000	1.986	-70.769	-71.118	0.005	6.448	7.361	11021055	101.003	7.619
871	07.04.24 12:40:00	8.418	8691712	299994	0.000	1152.128	224.300	-824.565	-804.669	168.998	46.186	43.790	1853.535	-70.895	53	87.875	90.000	2.348	-70.726	-71.064	0.004	6.690	7.446	11007239	100.976	7.641
872	07.04.24 12:45:00	8.424	8691712	299994	0.000	137.651	46.690	94.421	100.162	170.304	46.168	43.807	2945.751	-70.894	58	87.994	90.000	2.114	-70.783	-71.004	0.004	6.944	7.690	10967859	100.966	7.788
873	07.04.24 12:50:00	8.424	8691712	299994	0.000	1021.534	53.768	603.787	823.998	184.084	46.219	43.782	3846.983	-70.897	45	88.565	90.000	1.852	-70.691	-71.103	-0.002	7.133	7.648	10974558	100.980	7.895
874	07.04.24 12:55:00	8.424	8691712	299994	0.000	1320.694	51.795	816.812	1037.810	174.359	46.203	43.788	1995.030	-70.214	53	88.153	90.000	1.957	-70.448	-69.979	-0.002	7.295	7.758	10956749	101.000	8.007
875	07.04.24 13:00:00	8.430	8691712	299994	0.000	838.532	51.451	522.565	655.791	173.349	46.146	43.770	1174.701	-69.473	56	85.924	90.000	4.227	-70.026	-68.919	-0.002	7.434	7.833	10944630	100.981	8.168
876	07.04.24 13:05:00	8.435	8691712	299994	0.000	875.013	59.000	450.662	750.035	184.561	46.231	43.805	1599.927	-69.060	47	86.856	90.000	3.808	-69.847	-68.274	-0.003	7.571	8.004	10917037	100.971	8.244
877	07.04.24 13:10:00	8.435	8691712	299994	0.000	1190.275	64.929	504.367	1078.133	186.857	46.209	43.802	937.408	-69.258	52	86.529	90.000	3.783	-69.949	-68.567	-0.001	7.683	8.021	10914190	100.996	8.370
878	07.04.24 13:15:00	8.435	8691712	299994	0.000	984.293	60.567	483.682	857.254	184.145	46.200	43.800	934.490	-68.933	49	86.305	90.000	4.344	-69.674	-68.193	-0.002	7.858	8.704	10803229	101.012	8.740
879	07.04.24 13:20:00	8.441	8691712	299993	0.000	1010.336	68.491	370.440	939.975	192.249	46.202	43.779	623.893	-68.887	47	86.053	90.000	4.618	-69.844	-67.931	-0.002	8.082	8.963	10761009	101.017	9.106
880	07.04.24 13:25:00	8.447	8691712	299994	0.000	907.311	71.574	286.782	860.796	189.006	46.208	43.785	563.533	-69.051	52	86.062	90.000	4.302	-69.857	-68.244	-0.002	8.323	8.880	10774507	101.021	9.264
881	07.04.24 13:30:00	8.441	8691712	299994	0.000	1397.629	58.250	735.455	1188.475	175.194	46.175	43.726	1441.847	-69.221	64	85.570	90.000	4.036	-69.860	-68.581	-0.001	8.519	9.030	10750088	101.015	9.324
882	07.04.24 13:35:00	8.441	8691712	299993	0.000	1187.560	59.882	595.896	1027.232	194.391	46.314	43.842	611.920	-69.220	34	87.221	90.000	4.293	-70.021	-68.420	-0.001	8.651	9.017	10752206	100.992	9.356
883	07.04.24 13:40:00	8.447	8691712	299993	0.000	859.198	61.574	409.003	755.604	177.962	46.108	43.827	635.733	-69.231	59	85.317	90.000	4.549	-70.087	-68.376	-0.002	8.764	9.018	10751968	101.019	9.410
884	07.04.24 13:45:00	8.453	8691712	299993	0.000	927.038	59.235	474.196	796.579	182.332	46.222	43.806	876.059	-69.228	52	85.760	90.000	4.693	-70.104	-68.352	-0.001	8.894	9.335	10700248	101.002	9.542
885	07.04.24 13:50:00	8.453	8691712	299994	0.000	435.899	59.102	223.841	374.036	182.786	46.198	43.759	416.346	-69.412	49	85.561	90.000	5.013	-70.055	-68.769	-0.001	9.033	9.533	10667813	101.038	9.738
886	07.04.24 13:55:00	8.447	8691712	299993	0.000	1196.081	66.373	479.371	1095.816	186.390	46.237	43.759	825.846	-69.126	52	85.435	90.000	5.021	-69.993	-68.260	-0.001	9.162	9.653	10648226	101.019	9.833
887	07.04.24 14:00:00	8.453	8695808	299994	0.000	1053.787	56.669	579.033	880.448	179.220	46.207	43.785	768.176	-69.347	52	85.672	90.000	4.866	-70.053	-68.641	-0.002	9.288	9.980	10594636	101.009	9.897
888	07.04.24 14:05:00	8.459	8695808	299993	0.000	928.825	57.470	499.474	783.098	182.297	46.245	43.778	721.606	-69.179	47	86.366	90.000	4.401	-70.056	-68.302	-0.001	9.421	10.119	10571724	101.017	10.013
889	07.04.24 14:10:00	8.459	8695808	299994	0.000	395.713	64.280	171.728	356.508	181.177	46.224	43.674	626.619	-69.464	52	85.594	90.000	4.735	-70.102	-68.826	0.000	9.511	10.184	10561071	100.990	10.097
890	07.04.24 14:15:00	8.453	8695808	299994	0.000	555.294	55.388	315.418	457.015	173.240	46.220	43.726	897.229	-69.637	55	85.613	90.000	4.688	-70.095	-69.180	-0.001	9.616	10.257	10549153	101.041	10.166
891	07.04.24 14:20:00	8.459	8695808	299994	0.000	913.654	53.858	538.866	737.825	178.794	46.252	43.770	1108.568	-69.197	50	85.757	90.000	5.016	-70.001	-68.393	-0.001	9.693	10.197	10558992	101.036	10.191
892	07.04.24 14:25:00	8.459	8695808	299993	0.000	541.584	51.267	338.862	422.477	172.474	46.342	43.803	773.066	-69.721	46	86.450	90.000	4.284	-70.152	-69.291	-0.002	9.745	10.353	10533261	101.034	10.246
893	07.04.24 14:30:00	8.466	8695808	299994	0.000	247.860	46.817	169.619	180.732	167.620	46.257	43.724	830.331	-70.433	59	85.265	90.000	4.463	-70.430	-70.436	-0.001	9.851	10.511	10507334	101.028	10.393
894	07.04.24 14:35:00	8.472	8695808	299993	0.000	278.517	91.411	-6.858	278.433	214.719	46.289	43.980	649.905	-70.435	35	87.445	90.000	3.953	-70.480	-70.391	-0.000	9.944	10.602	10492294	101.016	10.473
895	07.04.24 14:40:00	8.466	8695808	299994	0.000	874.977	280.762	163.384	-859.587	221.215	46.293	43.884	1469.260	-70.190	38	87.321	90.000	3.962	-70.303	-70.077	-0.000	9.990	10.447	10517927	101.030	10.435
896	07.04.24 14:45:00	8.472	8695808	299993	0.000	817.520	92.748	-39.190	816.581	209.639	46.311	43.774	2224.848	-70.299	53	86.517	90.000	3.930	-70.424	-70.174	-0.000	10.028	10.503	10508624	101.006	10.441
897	07.04.24 14:50:00	8.466	8695808	299994	0.000	225.839	131.929	-150.909	168.017	236.020	46.280	43.844	669.166	-69.768	41	87.011	90.000	3.990	-70.214	-69.323	-0.000	9.934	10.022	10587617	101.000	10.244
898	07.04.24 14:55:00	8.466	8695808	299993	0.000	343.377	158.604	-319.713	125.267	259.301	46.223	43.926	1410.722	-69.720	44	87.223	90.000	3.607	-70.130	-69.310	-0.001	9.676	9.732	10635308	100.989	9.901
899	07.04.24 15:00:00	8.466	8695808	299994	0.000	43.655	230.219	-27.932	-33.549	34.972	46.277	43.909	1193.527	-70.319	42	87.099	90.000	3.940	-70.368	-70.271	-0.001	9.707	10.195	10559216	100.978	10.019
900	07.04.24 15:05:00	8.472	8695808	299994	0.000	69.579	171.786	-68.865	9.941	310.134	46.321	43.813	1393.973	-70.287	41	87.107	90.000	4.083	-70.439	-70.135	-0.002	9.734	10.190	10560143	100.965	10.073
901	07.04.24 15:10:00	8.472	8695808	299994	0.000	743.824	342.753	710.377	-220.541	271.957	46.322	43.776	1226.750	-70.334	42	86.608	90.000	4.513	-70.415	-70.253	-0.002	9.810	10.325	10537859	100.975	10.240
902	07.04.24 15:15:00	8.466	8695808	299993	0.000	749.782	133.455	-515.691	544.275	248.198	46.310	43.822	812.757	-69.535	44	86.383	90.000	4.548	-70.061	-69.010	-0.003	9.673	9.835	10618400	100.969	9.933
903	07.04.24 15:20:00	8.472	8695808	299993	0.000	468.598	177.413	-468.120	21.149	270.456	46.256	44.010	1631.696	-69.964	35	87.688	90.000	3.767	-70.375	-69.553	-0.002	9.557	9.971	10595974	100.937	9.827
904	07.04.24 15:25:00	8.472	8695808	299993	0.000	692.860	220.274	-528.622	-447.899	310.514	46.381	43.779	647.337	-69.634	41	86.970	90.000	4.196	-70.185	-69.083	-0.001	9.655	10.377	10529295	100.970	10.107
905	07.04.24 15:30:00	8.472	8695808	299993	0.000	78.680	274.290	5.886	-78.460	306.784	46.295	43.811	728.177	-70.037	39	87.140	90.000	3.978	-70.425	-69.649	-0.002	9.795	10.633	10487223	100.974	10.408
906	07.04.24 15:35:00	8.472	8691712	299993	0.000	214.991	281.220	41.833	-210.882	336.337	46.326	43.781	830.549	-70.034	46	86.068	90.000	4.874	-70.389	-69.678	-0.003	9.959	11.037	10420711	100.971	10.693
907	07.04.24 15:40:00	8.478	8691712	299994	0.000	1454.643	296.224	642.772	-1304.925	20.734	46.309	43.832	3788.940	-69.936	49	86.509	90.000	4.168	-70.346	-69.525	-0.003	10.013	10.309	10540544	100.985	10.574
908	07.04.24 15:45:00	8.478	8691712	299993	0.000	109.576	286.072	30.335	-105.294	28.345	45.844	43.947	818.568	-70.728	61	85.329	90.000	4.362	-70.669	-70.788	-0.002	9.898	9.985	10593700	100.970	10.242
909	07.04.24 15:50:00	8.478	8691712	299993	0.000	307.461	309.977	197.537	-235.608	44.559	45.677	44.027	1155.853	-70.847	67	84.725	90.000	4.447	-70.705	-70.989	-0.002	9.896	10.300	10542034	100.955	10.238
910	07.04.24 15:55:00	8.478	8691712	299993	0.000	171.515	307.190	103.674	-136.635	62.206	46.011	43.775	1829.010	-70.863	62	85.142	90.000	4.591	-70.671	-71.055	-0.001	9.966	10.639	10486206	100.972	10.473
911	07.04.24 16:00:00	8.478	8691712	299993	0.000	237.949	357.180	237.661	-11.707	99.116	45.775	43.918	836.145	-70.768	67	84.378	90.000	4.638	-70.609	-70.927	-0.006	10.074	10.551	10500799	100.974	10.661
912	07.04.24 16:05:00	8.472	8691712	299994	0.000	212.590	340.455	200.341	-71.121	89.250	45.490	44.224	867.380	-70.777	64	83.419	90.000	6.431	-70.659	-70.895	-0.006	10.121	10.469	10514276	100.964	10.646
913	07.04.24 16:10:00	8.453	8691712	299993	0.000	45.625	296.716	20.512	-40.754	231.394	12.958	-76.482	608.467	-70.860	45	87.096	90.000	3.813	-70.721	-70.999	-0.005	10.384	10.561	10499051	100.895	10.773
